Dataset,Tables,Create Time,Create Date!,T or V?,Group Order,Owner,Action,Notes,Unnamed: 9,Unnamed: 10,Unnamed: 11,Type,Modified,table_type,date_created,date_updated
POLS_PROS_RA,EmbaDW_FctLeadSnapShot_Dimensions,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2020-10-28 13:43:48.087000+00:00,2020-10-28 13:43:48.087000+00:00
POLS_PROS_RA,EmbaDW_FctLeadSnapShot_OtherFields,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2020-10-28 13:27:47.888000+00:00,2020-10-28 13:27:47.888000+00:00
POLS_PROS_RA,EmbaDW_SnapShot_and_UniversalLog_Blend,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-08 16:20:20.527000+00:00,2021-03-08 16:20:20.528000+00:00
POLS_PROS_RA,EmbaDW_Universal_EmployeeDW,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2020-10-29 15:17:00.565000+00:00,2020-10-29 15:17:00.566000+00:00
POLS_PROS_RA,EmbaDW_UniversalLog,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2020-09-28 14:13:19.421000+00:00,2020-09-28 14:13:19.422000+00:00
POLS_PROS_RA,employee_stg_fusion20200103,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-26 20:26:09.756000+00:00,2021-01-26 20:26:09.756000+00:00
POLS_PROS_RA,employee_stg_fusion20200110,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-26 20:26:46.521000+00:00,2021-01-26 20:26:46.521000+00:00
POLS_PROS_RA,employee_stg_fusion20200117,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:06:56.301000+00:00,2021-01-27 13:06:56.301000+00:00
POLS_PROS_RA,employee_stg_fusion20200124,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:07:31.030000+00:00,2021-01-27 13:07:31.030000+00:00
POLS_PROS_RA,employee_stg_fusion20200131,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:07:58.084000+00:00,2021-01-27 13:07:58.084000+00:00
POLS_PROS_RA,employee_stg_fusion20200207,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:08:27.551000+00:00,2021-01-27 13:08:27.551000+00:00
POLS_PROS_RA,employee_stg_fusion20200214,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:08:57.991000+00:00,2021-01-27 13:08:57.991000+00:00
POLS_PROS_RA,employee_stg_fusion20200221,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-02-23 14:56:21.957000+00:00,2021-02-23 14:56:21.957000+00:00
POLS_PROS_RA,employee_stg_fusion20200228,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:10:17.585000+00:00,2021-01-27 13:10:17.585000+00:00
POLS_PROS_RA,employee_stg_fusion20200306,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:10:56.325000+00:00,2021-01-27 13:10:56.325000+00:00
POLS_PROS_RA,employee_stg_fusion20200313,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:11:29.217000+00:00,2021-01-27 13:11:29.217000+00:00
POLS_PROS_RA,employee_stg_fusion20200320,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:12:01.676000+00:00,2021-01-27 13:12:01.676000+00:00
POLS_PROS_RA,employee_stg_fusion20200327,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:12:31.583000+00:00,2021-01-27 13:12:31.583000+00:00
POLS_PROS_RA,employee_stg_fusion20200403,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:13:03.382000+00:00,2021-01-27 13:13:03.382000+00:00
POLS_PROS_RA,employee_stg_fusion20200410,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:13:35.330000+00:00,2021-01-27 19:42:11.962000+00:00
POLS_PROS_RA,employee_stg_fusion20200417,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:14:07.205000+00:00,2021-01-27 13:14:07.205000+00:00
POLS_PROS_RA,employee_stg_fusion20200424,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:14:38.459000+00:00,2021-01-27 13:14:38.459000+00:00
POLS_PROS_RA,employee_stg_fusion20200430,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:15:23.351000+00:00,2021-01-27 13:15:23.351000+00:00
POLS_PROS_RA,employee_stg_fusion20200508,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:15:55.889000+00:00,2021-01-27 13:15:55.889000+00:00
POLS_PROS_RA,employee_stg_fusion20200515,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:16:29.957000+00:00,2021-01-27 13:16:29.957000+00:00
POLS_PROS_RA,employee_stg_fusion20200522,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:17:04.313000+00:00,2021-01-27 13:17:04.313000+00:00
POLS_PROS_RA,employee_stg_fusion20200531,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:17:45.422000+00:00,2021-01-27 13:17:45.422000+00:00
POLS_PROS_RA,employee_stg_fusion20200605,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:18:52.632000+00:00,2021-01-27 13:18:52.632000+00:00
POLS_PROS_RA,employee_stg_fusion20200612,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:19:30.853000+00:00,2021-01-27 19:04:56.356000+00:00
POLS_PROS_RA,employee_stg_fusion20200620,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:20:05.194000+00:00,2021-01-27 19:05:40.077000+00:00
POLS_PROS_RA,employee_stg_fusion20200629,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:20:36.832000+00:00,2021-01-27 19:05:46.332000+00:00
POLS_PROS_RA,employee_stg_fusion20200705,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:21:10.442000+00:00,2021-01-27 13:21:10.442000+00:00
POLS_PROS_RA,employee_stg_fusion20200719,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:21:59.723000+00:00,2021-01-27 13:21:59.723000+00:00
POLS_PROS_RA,employee_stg_fusion20200727,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:22:36.056000+00:00,2021-01-27 13:22:36.056000+00:00
POLS_PROS_RA,employee_stg_fusion20200802,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:23:11.282000+00:00,2021-01-27 13:23:11.282000+00:00
POLS_PROS_RA,employee_stg_fusion20200809,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:23:58.831000+00:00,2021-01-27 13:23:58.831000+00:00
POLS_PROS_RA,employee_stg_fusion20200816,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:24:31.927000+00:00,2021-01-27 13:24:31.927000+00:00
POLS_PROS_RA,employee_stg_fusion20200823,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:25:06.921000+00:00,2021-01-27 13:25:06.921000+00:00
POLS_PROS_RA,employee_stg_fusion20200830,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:25:40.952000+00:00,2021-01-27 13:25:40.952000+00:00
POLS_PROS_RA,employee_stg_fusion20200906,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:26:35.375000+00:00,2021-01-27 13:26:35.375000+00:00
POLS_PROS_RA,employee_stg_fusion20200913,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:27:08.246000+00:00,2021-01-27 13:27:08.246000+00:00
POLS_PROS_RA,employee_stg_fusion20200920,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:27:55.762000+00:00,2021-01-27 13:27:55.762000+00:00
POLS_PROS_RA,employee_stg_fusion20200927,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:28:37.382000+00:00,2021-01-27 13:28:37.382000+00:00
POLS_PROS_RA,employee_stg_fusion20201004,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:29:13.348000+00:00,2021-01-27 13:29:13.348000+00:00
POLS_PROS_RA,employee_stg_fusion20201011,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:29:55.875000+00:00,2021-01-27 13:29:55.875000+00:00
POLS_PROS_RA,employee_stg_fusion20201018,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:30:34.657000+00:00,2021-01-27 13:30:34.657000+00:00
POLS_PROS_RA,employee_stg_fusion20201025,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:31:23.601000+00:00,2021-01-27 13:31:23.601000+00:00
POLS_PROS_RA,employee_stg_fusion20201101,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:32:00.635000+00:00,2021-01-27 13:32:00.635000+00:00
POLS_PROS_RA,employee_stg_fusion20201108,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:32:50.318000+00:00,2021-01-27 13:32:50.318000+00:00
POLS_PROS_RA,employee_stg_fusion20201115,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:33:23.368000+00:00,2021-01-27 13:33:23.368000+00:00
POLS_PROS_RA,employee_stg_fusion20201122,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:33:56.371000+00:00,2021-01-27 13:33:56.371000+00:00
POLS_PROS_RA,employee_stg_fusion20201129,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:34:27.531000+00:00,2021-01-27 13:34:27.531000+00:00
POLS_PROS_RA,employee_stg_fusion20201206,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:35:02.065000+00:00,2021-01-27 13:35:02.065000+00:00
POLS_PROS_RA,employee_stg_fusion20201213,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:35:38.165000+00:00,2021-01-27 13:35:38.165000+00:00
POLS_PROS_RA,employee_stg_fusion20201220,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:36:16.706000+00:00,2021-01-27 13:36:16.706000+00:00
POLS_PROS_RA,employee_stg_fusion20201227,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:36:48.962000+00:00,2021-01-27 13:36:48.962000+00:00
POLS_PROS_RA,employee_stg_fusion20210103,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:37:22.857000+00:00,2021-01-27 13:37:22.857000+00:00
POLS_PROS_RA,employee_stg_fusion20210110,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:37:57.079000+00:00,2021-01-27 13:37:57.079000+00:00
POLS_PROS_RA,employee_stg_fusion20210117,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:38:33.427000+00:00,2021-01-27 13:38:33.427000+00:00
POLS_PROS_RA,employee_stg_fusion20210124,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-27 13:39:15.312000+00:00,2021-01-27 13:39:15.312000+00:00
POLS_PROS_RA,employee_stg_fusion20210131,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-01-31 16:19:35.369000+00:00,2021-01-31 16:19:35.369000+00:00
POLS_PROS_RA,employee_stg_fusion20210207,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-02-07 18:01:00.941000+00:00,2021-02-07 18:01:00.941000+00:00
POLS_PROS_RA,employee_stg_fusion20210214,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-02-14 18:49:47.596000+00:00,2021-02-14 18:49:47.596000+00:00
POLS_PROS_RA,employee_stg_fusion20210221,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-02-23 14:43:16.457000+00:00,2021-02-23 14:43:16.457000+00:00
POLS_PROS_RA,employee_stg_fusion20210228,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-01 13:21:02.312000+00:00,2021-03-01 13:21:02.312000+00:00
POLS_PROS_RA,employee_stg_fusion20210307,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-07 17:50:32.848000+00:00,2021-03-07 17:50:32.848000+00:00
POLS_PROS_RA,employee_stg_fusion20210314,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-14 17:42:07.527000+00:00,2021-03-14 17:42:07.527000+00:00
POLS_PROS_RA,employee_stg_fusion20210321,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-21 17:26:17.375000+00:00,2021-03-21 17:26:17.375000+00:00
POLS_PROS_RA,employee_stg_fusion20210328,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-03-28 18:51:34.835000+00:00,2021-03-28 18:51:34.836000+00:00
POLS_PROS_RA,employee_stg_fusion20210411,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-04-11 17:22:47.281000+00:00,2021-04-11 17:22:47.281000+00:00
POLS_PROS_RA,employee_stg_fusion20210418,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-04-18 17:26:59.878000+00:00,2021-04-18 17:26:59.878000+00:00
POLS_PROS_RA,employee_stg_fusion20210425,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-04-25 19:18:21.422000+00:00,2021-04-25 19:18:21.422000+00:00
POLS_PROS_RA,employee_stg_fusion20210502,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-05-02 14:44:09.646000+00:00,2021-05-02 14:44:09.646000+00:00
POLS_PROS_RA,employee_stg_fusion20210509,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-05-09 17:12:16.467000+00:00,2021-05-09 17:12:16.467000+00:00
POLS_PROS_RA,employee_stg_fusion20210516,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-05-16 17:21:43.516000+00:00,2021-05-16 17:21:43.516000+00:00
POLS_PROS_RA,employee_stg_fusion20210523,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-05-23 17:09:31.215000+00:00,2021-05-23 17:09:31.215000+00:00
POLS_PROS_RA,employee_stg_fusion20210530,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-05-30 17:33:33.544000+00:00,2021-05-30 17:33:33.544000+00:00
POLS_PROS_RA,employee_stg_fusion20210606,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-06-06 17:17:06.369000+00:00,2021-06-06 17:17:06.369000+00:00
POLS_PROS_RA,employee_stg_fusion20210613,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-06-13 21:15:36.990000+00:00,2021-06-13 21:15:36.990000+00:00
POLS_PROS_RA,employee_stg_fusion20210620,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-06-20 17:28:57.653000+00:00,2021-06-20 17:28:57.653000+00:00
POLS_PROS_RA,employee_stg_fusion20210627,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-06-27 20:55:44.698000+00:00,2021-06-27 21:03:58.903000+00:00
POLS_PROS_RA,employee_stg_fusion20210704,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-07-04 18:19:29.060000+00:00,2021-07-04 18:19:29.060000+00:00
POLS_PROS_RA,employee_stg_fusion20210711,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-07-11 17:46:47.107000+00:00,2021-07-11 17:46:47.107000+00:00
POLS_PROS_RA,employee_stg_fusion20210718,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-07-18 17:55:00.617000+00:00,2021-07-18 17:55:00.617000+00:00
POLS_PROS_RA,employee_stg_fusion20210725,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-07-25 20:42:08.299000+00:00,2021-07-25 20:42:08.299000+00:00
POLS_PROS_RA,employee_stg_fusion20210801,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-08-01 18:01:07.057000+00:00,2021-08-01 18:01:07.057000+00:00
POLS_PROS_RA,employee_stg_fusion20210808,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-08-08 20:14:26.395000+00:00,2021-08-08 20:14:26.395000+00:00
POLS_PROS_RA,employee_stg_fusion20210815,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-08-15 19:39:08.345000+00:00,2021-08-15 19:39:08.345000+00:00
POLS_PROS_RA,employee_stg_fusion20210822,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-08-22 18:34:34.032000+00:00,2021-08-22 18:34:34.032000+00:00
POLS_PROS_RA,employee_stg_fusion20210829,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-08-29 19:17:20.887000+00:00,2021-08-29 19:17:20.887000+00:00
POLS_PROS_RA,employee_stg_fusion20210905,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-09-05 15:44:47.737000+00:00,2021-09-05 15:44:47.737000+00:00
POLS_PROS_RA,employee_stg_fusion20210912,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-09-12 20:40:58.536000+00:00,2021-09-12 20:40:58.536000+00:00
POLS_PROS_RA,employee_stg_fusion20210919,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-09-19 17:33:41.795000+00:00,2021-09-19 17:33:41.795000+00:00
POLS_PROS_RA,employee_stg_fusion20210926,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-09-26 14:55:07.409000+00:00,2021-09-26 14:55:07.409000+00:00
POLS_PROS_RA,employee_stg_fusion20211003,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-10-03 16:54:29.479000+00:00,2021-10-03 16:54:29.479000+00:00
POLS_PROS_RA,employee_stg_fusion20211010,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-10-10 16:41:04.988000+00:00,2021-10-10 16:41:04.988000+00:00
POLS_PROS_RA,employee_stg_fusion20211017,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-10-17 15:23:17.387000+00:00,2021-10-17 15:23:17.387000+00:00
POLS_PROS_RA,employee_stg_fusion20211024,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-10-24 18:50:30.898000+00:00,2021-10-24 18:50:30.898000+00:00
POLS_PROS_RA,employee_stg_fusion20211031,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-10-31 16:34:20.456000+00:00,2021-10-31 16:34:20.456000+00:00
POLS_PROS_RA,employee_stg_fusion20211107,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-11-07 17:05:42.280000+00:00,2021-11-07 17:05:42.280000+00:00
POLS_PROS_RA,employee_stg_fusion20211114,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-11-14 16:04:52.194000+00:00,2021-11-14 16:04:52.194000+00:00
POLS_PROS_RA,employee_stg_fusion20211119,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-11-19 15:58:29.720000+00:00,2021-11-19 15:58:29.720000+00:00
POLS_PROS_RA,employee_stg_fusion20211129,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-11-29 13:24:47.493000+00:00,2021-11-29 13:24:47.493000+00:00
POLS_PROS_RA,employee_stg_fusion20211203,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-12-03 22:16:40.108000+00:00,2021-12-03 22:16:40.108000+00:00
POLS_PROS_RA,employee_stg_fusion20211210,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2021-12-10 19:51:16.516000+00:00,2021-12-10 19:51:16.516000+00:00
POLS_PROS_RA,employee_stg_fusion20211217,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-03 19:58:54.140000+00:00,2022-01-03 19:58:54.140000+00:00
POLS_PROS_RA,employee_stg_fusion20211224,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-03 20:04:39.205000+00:00,2022-01-03 20:04:39.205000+00:00
POLS_PROS_RA,employee_stg_fusion20211231,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-03 20:10:27.648000+00:00,2022-01-03 20:10:27.648000+00:00
POLS_PROS_RA,employee_stg_fusion20220107,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-07 20:44:46.516000+00:00,2022-01-07 20:44:46.516000+00:00
POLS_PROS_RA,employee_stg_fusion20220114,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-14 19:01:58.630000+00:00,2022-01-14 19:01:58.630000+00:00
POLS_PROS_RA,employee_stg_fusion20220121,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-21 19:30:17.630000+00:00,2022-01-21 19:30:17.630000+00:00
POLS_PROS_RA,employee_stg_fusion20220128,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-01-28 19:26:32.841000+00:00,2022-01-28 19:26:32.841000+00:00
POLS_PROS_RA,employee_stg_fusion20220204,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-02-04 16:46:31.751000+00:00,2022-02-04 16:46:31.751000+00:00
POLS_PROS_RA,employee_stg_fusion20220211,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-02-11 17:43:07.140000+00:00,2022-02-11 17:43:07.140000+00:00
POLS_PROS_RA,employee_stg_fusion20220218,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-02-18 19:38:06.499000+00:00,2022-02-18 19:38:06.499000+00:00
POLS_PROS_RA,employee_stg_fusion20220225,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-02-25 18:58:43.135000+00:00,2022-02-25 18:58:43.135000+00:00
POLS_PROS_RA,employee_stg_fusion20220304,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-03-04 18:38:16.945000+00:00,2022-03-04 18:38:16.945000+00:00
POLS_PROS_RA,employee_stg_fusion20220311,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-03-11 18:50:10.934000+00:00,2022-03-11 18:50:10.934000+00:00
POLS_PROS_RA,employee_stg_fusion20220318,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-03-18 17:53:30.242000+00:00,2022-03-18 17:53:30.242000+00:00
POLS_PROS_RA,employee_stg_fusion20220325,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-03-25 18:10:48.018000+00:00,2022-03-25 18:10:48.018000+00:00
POLS_PROS_RA,employee_stg_fusion20220401,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-04-01 17:11:08.451000+00:00,2022-04-01 17:11:08.451000+00:00
POLS_PROS_RA,employee_stg_fusion20220408,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-04-08 17:36:06.361000+00:00,2022-04-08 17:36:06.361000+00:00
POLS_PROS_RA,employee_stg_fusion20220415,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-04-15 18:14:52.363000+00:00,2022-04-15 18:14:52.363000+00:00
POLS_PROS_RA,employee_stg_fusion20220422,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-04-22 20:21:48.762000+00:00,2022-04-22 20:21:48.762000+00:00
POLS_PROS_RA,employee_stg_fusion20220429,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-05-02 13:19:47.723000+00:00,2022-05-02 13:19:47.723000+00:00
POLS_PROS_RA,employee_stg_fusion20220506,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-05-06 17:29:21.822000+00:00,2022-05-06 17:29:21.822000+00:00
POLS_PROS_RA,employee_stg_fusion20220513,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-05-13 17:56:39.520000+00:00,2022-05-13 17:56:39.520000+00:00
POLS_PROS_RA,employee_stg_fusion20220520,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-05-20 17:11:43.413000+00:00,2022-05-20 17:11:43.413000+00:00
POLS_PROS_RA,employee_stg_fusion20220527,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-05-27 18:51:32.829000+00:00,2022-05-27 18:51:32.829000+00:00
POLS_PROS_RA,employee_stg_fusion20220603,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-06-03 17:34:56.631000+00:00,2022-06-03 17:34:56.631000+00:00
POLS_PROS_RA,employee_stg_fusion20220610,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-06-10 17:53:49.958000+00:00,2022-06-10 17:53:49.958000+00:00
POLS_PROS_RA,employee_stg_fusion20220617,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-06-17 16:36:24.794000+00:00,2022-06-17 16:36:24.794000+00:00
POLS_PROS_RA,employee_stg_fusion20220624,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-06-24 17:44:32.350000+00:00,2022-06-24 17:44:32.350000+00:00
POLS_PROS_RA,employee_stg_fusion20220701,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-07-01 16:31:18.829000+00:00,2022-07-01 16:31:18.829000+00:00
POLS_PROS_RA,employee_stg_fusion20220708,,,,,,Migrate to polsnadna-nonprd,,,,,#VALUE!,,TABLE,2022-07-08 17:29:18.752000+00:00,2022-07-08 17:29:18.752000+00:00
